"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=labechiida"
"Access Time","Fri 2026-01-02 02:56:30 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","labechiida"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0173"
"Records Found","623"
"Records Returned","623"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"206855","occ","","","23031","Aulacera undulata","species","328907","","Aulacera undulata","species","328907","Richmondian","Gamachian","449.6","443.1","6140"
"206896","occ","","","23037","Beatricea nodulosa","species","405744","","Beatricea nodulosa","species","405744","Richmondian","Gamachian","449.6","443.1","6140"
"206897","occ","","","23037","Beatricea clarki n. sp.","genus","159451","species not entered","Aulacera","genus","3351","Richmondian","Gamachian","449.6","443.1","6140"
"206898","occ","","","23037","Aulacera undulata","species","328907","","Aulacera undulata","species","328907","Richmondian","Gamachian","449.6","443.1","6140"
"207121","occ","","","23057","Labechia conferta","species","328841","","Labechia conferta","species","328840","Homerian","","430.6","426.7","6632"
"229594","occ","","","23353","Labechia conferta","species","328841","","Labechia conferta","species","328840","Wenlock","Ludlow","432.9","422.7","6695"
"229644","occ","","","23354","Lophiostroma schmidti","species","507094","misspelling of, recombined as","Lophiostroma schmidtii","species","507092","Gorstian","","426.7","425","6695"
"229741","occ","","","23357","Lophiostroma schmidti","species","507094","misspelling of, recombined as","Lophiostroma schmidtii","species","507092","Ludlow","","426.7","422.7","6695"
"229992","occ","","","23372","Labechia conferta","species","328841","","Labechia conferta","species","328840","Ludlow","","426.7","422.7","6695"
"230041","occ","","","23375","Lophiostroma schmidti","species","507094","misspelling of, recombined as","Lophiostroma schmidtii","species","507092","Gorstian","","426.7","425","6695"
"230062","occ","","","23376","Lophiostroma schmidti","species","507094","misspelling of, recombined as","Lophiostroma schmidtii","species","507092","Ludlow","","426.7","422.7","6695"
